First Name,Last Name,Matches Played,Goals Scored,Assists,Shots,Shots on Target,Shots to Shots on Target %,Shots to Goal %,Passes,Completed Passes,Pass accuarcy %
Mohamed,Lewandowski,16,12,8,54,33,63.64%,21.33%,554,369,87.27%
Kylian,Griezmann,17,16,5,62,48,63.64%,23.08%,620,472,83.33%
Cristiano,Ronaldo,19,20,10,82,49,56.25%,24.44%,680,566,80%
Neymar,Salah,24,14,8,75,48,78.57%,25.71%,700,404,91.67%
Antoine,De Bruyne,23,20,12,56,25,66.67%,25.71%,559,388,80%
Mohamed,Salah,23,15,7,58,25,63.64%,22.22%,430,467,80%
Lionel,Salah,24,17,5,65,47,56.25%,25%,400,600,80%
Lionel,Messi,17,20,7,86,47,61.54%,25%,700,590,87.27%
Lionel,Lewandowski,22,16,5,59,28,78.57%,14.55%,628,370,83.33%
Robert,Kane,17,19,7,90,60,66.67%,21.33%,700,600,85.71%
Kevin,Jr.,22,11,11,67,28,55.56%,14.55%,400,460,87.27%
Kevin,Jr.,22,10,9,53,25,66.67%,22.22%,458,479,86.67%
Kevin,Lewandowski,23,18,12,82,48,78.57%,24.44%,659,587,89.23%
Kevin,Griezmann,17,8,8,45,60,66.67%,20%,638,580,86.67%
Lionel,Salah,23,15,5,64,39,56.25%,25.71%,457,352,80%
Cristiano,Salah,24,18,10,83,44,78.57%,25%,647,364,91.67%
Antoine,Jr.,22,14,7,63,32,63.64%,20%,521,387,83.33%
Mohamed,Salah,19,13,5,70,27,54.55%,20%,441,367,85.71%
Kevin,Griezmann,16,14,16,54,33,54.55%,20%,440,391,86.67%
Kevin,Lewandowski,18,22,13,90,38,66.67%,25.71%,700,512,86.67%
Harry,Jr.,21,16,8,62,25,56.25%,23.08%,558,394,80%
Cristiano,Ronaldo,23,8,5,77,31,55.56%,25%,545,386,86.67%
Lionel,Lewandowski,25,22,5,90,51,66.67%,25.71%,700,527,85.71%
Mohamed,Lewandowski,20,22,7,90,47,66.67%,21.33%,700,438,85.71%
Kylian,Griezmann,19,15,6,63,33,56.25%,20%,460,397,86.67%
Neymar,Mbappé,16,11,5,53,34,58.33%,21.33%,432,396,87.50%
Kevin,De Bruyne,16,10,19,56,34,58.33%,23.08%,426,468,87.27%
Neymar,Kane,21,22,10,75,48,66.67%,25.71%,700,600,83.33%
Mohamed,Lewandowski,17,20,5,77,48,66.67%,23.08%,700,593,89.23%
Kylian,Lewandowski,24,21,5,69,25,56.25%,22.22%,473,591,87.27%
Kylian,Ronaldo,25,22,5,76,31,56.25%,23.08%,533,402,85.71%
Kevin,De Bruyne,16,12,14,45,36,58.33%,14.55%,613,467,87.27%
Antoine,Griezmann,16,16,5,90,33,78.57%,14.55%,578,474,85.71%
Neymar,Jr.,18,8,5,50,25,63.64%,20%,462,371,87.50%
Cristiano,Ronaldo,20,16,5,60,41,54.55%,25.71%,458,390,86.67%
Harry,Lewandowski,19,22,5,90,55,66.67%,24.44%,700,547,89.23%
Neymar,De Bruyne,16,8,16,73,29,66.67%,14.55%,482,459,80%
Neymar,Lewandowski,17,13,9,59,30,56.25%,20%,506,398,87.27%
Cristiano,Mbappé,23,12,11,52,26,56.25%,25%,400,427,83.33%
Lionel,Kane,22,22,11,70,33,55.56%,20%,448,529,80%
Lionel,Ronaldo,16,22,9,65,41,78.57%,20%,545,463,87.27%
Mohamed,Griezmann,19,12,9,62,26,66.67%,20%,487,360,89.23%
Cristiano,Salah,22,20,10,78,27,78.57%,25%,524,493,91.67%
Antoine,Ronaldo,16,14,5,56,30,58.33%,25.45%,435,419,80%
Mohamed,Salah,16,11,12,72,31,78.57%,24.44%,533,433,80%
Antoine,Ronaldo,18,14,16,90,41,54.55%,20%,700,431,86.67%
Robert,Messi,24,14,6,87,52,61.54%,25.71%,459,580,91.67%
Harry,Messi,19,22,7,90,52,66.67%,20%,695,585,89.23%
Antoine,Mbappé,16,8,16,68,28,58.33%,25.45%,574,444,87.27%
Antoine,Salah,24,15,7,67,47,66.67%,21.33%,605,406,89.23%
Harry,Kane,16,16,7,73,44,66.67%,25.71%,653,523,87.50%
Lionel,Jr.,25,14,6,86,44,63.64%,23.08%,501,572,83.33%
Kevin,Griezmann,16,9,10,58,32,61.54%,22.22%,460,479,86.67%
Harry,Kane,19,21,5,81,54,66.67%,25%,645,570,89.23%
Lionel,Lewandowski,21,17,9,72,60,63.64%,23.08%,700,576,91.67%
Kevin,Lewandowski,18,16,13,78,40,54.55%,25.71%,700,594,89.23%
Lionel,Messi,25,22,5,90,60,56.25%,23.08%,625,576,85.71%
Kylian,Messi,24,8,5,45,31,55.56%,22.22%,568,387,80%
Kevin,Mbappé,24,13,8,88,37,78.57%,14.55%,438,382,86.67%
Mohamed,Mbappé,24,8,6,45,25,56.25%,22.22%,509,350,87.50%
Antoine,De Bruyne,18,12,5,57,26,66.67%,25.45%,618,571,87.27%
Neymar,Salah,22,12,5,47,27,63.64%,25.45%,453,365,83.33%
Kevin,De Bruyne,22,17,6,52,28,63.64%,20%,464,398,83.33%
Harry,Kane,18,22,6,83,55,54.55%,24.44%,697,600,91.67%
Antoine,Griezmann,20,12,6,59,25,63.64%,22.22%,536,367,87.27%
Kevin,Jr.,18,20,5,86,55,61.54%,25.71%,691,519,85.71%
Neymar,Kane,18,20,5,90,35,55.56%,21.33%,543,588,89.23%
Antoine,Mbappé,23,13,7,51,25,55.56%,22.22%,400,350,87.27%
Cristiano,Messi,19,18,6,90,47,66.67%,25.71%,602,545,80%
Neymar,De Bruyne,23,20,8,73,46,66.67%,22.22%,413,558,89.23%
Neymar,Jr.,23,8,6,68,43,78.57%,20%,400,350,87.27%
Kylian,Kane,21,22,5,73,52,66.67%,21.33%,531,403,80%
Mohamed,Griezmann,23,14,7,53,37,55.56%,25.71%,493,367,86.67%
Kylian,Salah,22,13,8,64,44,54.55%,25%,579,593,87.27%
Kevin,Griezmann,20,8,13,90,25,63.64%,21.33%,700,600,87.27%
Cristiano,Ronaldo,25,21,7,64,25,78.57%,25%,457,358,83.33%
Antoine,Jr.,24,14,14,73,25,58.33%,25%,451,404,80%
Robert,Messi,18,21,8,90,59,66.67%,24.44%,700,600,83.33%
Neymar,Griezmann,16,10,20,61,35,55.56%,14.55%,433,360,86.67%
Lionel,Ronaldo,22,21,10,90,47,78.57%,25.71%,600,485,85.71%
Antoine,Mbappé,17,14,6,56,39,55.56%,21.33%,432,350,87.50%
Antoine,De Bruyne,18,19,6,90,54,66.67%,24.44%,700,596,91.67%
Antoine,Lewandowski,16,14,6,76,37,58.33%,14.55%,413,366,86.67%
Kevin,Griezmann,18,14,14,90,26,66.67%,14.55%,530,576,87.27%
Kevin,Messi,23,8,16,75,25,54.55%,25.71%,439,366,91.67%
Kevin,Griezmann,16,14,9,90,33,58.33%,23.08%,400,488,87.27%
Kylian,De Bruyne,16,8,16,45,34,54.55%,14.55%,504,350,85.71%
Mohamed,Griezmann,20,8,19,52,44,54.55%,14.55%,421,361,87.27%
Robert,De Bruyne,19,18,5,90,47,66.67%,21.33%,598,574,85.71%
Robert,Kane,19,17,9,90,59,66.67%,24.44%,700,567,86.67%
Neymar,Ronaldo,22,18,6,66,25,55.56%,25.71%,400,371,87.50%
Harry,Lewandowski,20,17,7,57,60,61.54%,24.44%,700,587,87.27%
Lionel,Messi,23,21,8,90,60,78.57%,25.71%,652,350,80%
Robert,De Bruyne,16,15,8,81,30,54.55%,14.55%,700,507,85.71%
Kylian,Ronaldo,24,13,9,52,29,61.54%,25%,535,350,80%
Kevin,Jr.,16,10,14,45,27,63.64%,22.22%,435,402,83.33%
Mohamed,Salah,16,14,15,65,35,58.33%,20%,400,381,87.27%
Kevin,Lewandowski,17,17,8,66,35,61.54%,14.55%,700,481,87.27%
Robert,Kane,17,22,8,87,49,66.67%,21.33%,700,579,89.23%
Lionel,Messi,24,18,6,90,48,56.25%,24.44%,670,537,80%
Kylian,Messi,22,19,5,78,38,78.57%,22.22%,437,363,80%
Neymar,Griezmann,24,13,8,51,28,66.67%,20%,468,418,86.67%
Kylian,De Bruyne,22,10,8,47,32,78.57%,22.22%,422,428,83.33%
Robert,Kane,19,20,5,90,56,66.67%,21.33%,700,598,89.23%
Antoine,Kane,20,8,18,65,25,58.33%,14.55%,552,457,87.50%
Cristiano,Kane,23,17,6,83,40,78.57%,24.44%,564,576,80%
Kevin,Griezmann,21,8,10,50,25,54.55%,24.44%,419,491,86.67%
Robert,Salah,20,17,6,69,44,54.55%,25%,569,371,87.50%
Robert,Kane,24,22,10,90,50,78.57%,25%,637,575,91.67%
Antoine,Griezmann,16,14,12,58,27,54.55%,20%,618,371,86.67%
Cristiano,Mbappé,21,22,7,85,60,56.25%,24.44%,602,408,83.33%
Mohamed,Messi,19,16,6,55,50,63.64%,22.22%,444,379,85.71%
Cristiano,Salah,25,8,12,84,38,61.54%,24.44%,572,472,86.67%
Mohamed,Ronaldo,23,21,6,90,48,66.67%,24.44%,677,587,83.33%
Harry,Kane,18,18,14,65,38,55.56%,21.33%,687,590,91.67%
Cristiano,Salah,22,18,12,58,38,56.25%,25%,522,394,80%
Mohamed,Jr.,24,10,10,51,36,63.64%,22.22%,400,368,80%
Lionel,Messi,25,19,5,90,40,66.67%,25%,700,574,80%
Neymar,Ronaldo,18,22,6,90,46,66.67%,21.33%,649,581,89.23%
Mohamed,Messi,22,22,6,90,30,61.54%,23.08%,436,379,80%
Mohamed,Jr.,24,13,5,61,29,61.54%,22.22%,480,350,87.27%
Harry,Kane,16,8,9,63,33,54.55%,20%,469,383,87.27%
Robert,Kane,16,15,9,75,53,56.25%,21.33%,700,536,83.33%
Harry,Messi,21,19,10,83,58,61.54%,25.71%,700,596,87.27%
Antoine,Griezmann,20,8,20,55,25,55.56%,25.71%,556,368,87.27%
Mohamed,Salah,21,11,7,54,25,55.56%,25.45%,410,364,83.33%
Antoine,Lewandowski,18,9,5,51,32,55.56%,20%,579,446,83.33%
Neymar,Griezmann,16,15,6,66,47,56.25%,20%,400,558,89.23%
Harry,Lewandowski,17,22,6,90,58,66.67%,23.08%,614,600,89.23%
Lionel,Jr.,25,20,8,88,51,78.57%,25%,417,369,87.27%
Lionel,Messi,20,17,10,86,56,61.54%,23.08%,504,483,87.27%
Lionel,Mbappé,21,9,9,63,29,78.57%,20%,467,464,86.67%
Kylian,De Bruyne,18,15,6,79,48,58.33%,24.44%,700,514,85.71%
Mohamed,Ronaldo,25,21,5,49,26,58.33%,21.33%,438,390,83.33%
Mohamed,Messi,24,12,14,78,31,56.25%,14.55%,451,378,89.23%
Mohamed,Griezmann,22,10,9,58,38,55.56%,25.71%,433,364,91.67%
Kevin,Salah,16,10,15,74,58,54.55%,14.55%,574,505,85.71%
Robert,De Bruyne,20,8,8,85,54,66.67%,21.33%,700,517,85.71%
Mohamed,Lewandowski,22,17,5,82,44,61.54%,25%,519,391,85.71%
Harry,Kane,17,20,8,90,60,66.67%,21.33%,700,600,89.23%
Kylian,Jr.,16,8,9,74,25,54.55%,23.08%,537,482,89.23%
Kylian,Salah,25,20,5,74,35,55.56%,22.22%,552,359,87.27%
Neymar,Salah,22,13,7,54,28,63.64%,21.33%,552,441,86.67%
Lionel,Lewandowski,19,19,13,55,48,66.67%,25.71%,649,377,91.67%
Kevin,Ronaldo,25,15,7,54,25,78.57%,23.08%,406,418,86.67%
Kylian,Ronaldo,22,19,6,51,25,63.64%,22.22%,467,382,87.50%
Kevin,De Bruyne,17,12,5,74,45,54.55%,14.55%,697,502,87.27%
Neymar,Griezmann,21,10,9,46,30,63.64%,25%,415,381,86.67%
Neymar,Jr.,18,8,14,47,31,55.56%,22.22%,468,357,83.33%
Kylian,Kane,19,11,5,69,37,54.55%,25.71%,437,383,86.67%
Antoine,Kane,16,17,17,60,31,61.54%,21.33%,511,476,91.67%
Lionel,Lewandowski,20,19,7,89,53,66.67%,24.44%,667,600,89.23%
Kevin,De Bruyne,16,13,10,77,25,63.64%,14.55%,491,502,87.27%
Kylian,Jr.,17,14,6,52,25,66.67%,21.33%,516,397,87.50%
Harry,Ronaldo,23,22,10,82,33,61.54%,23.08%,452,350,86.67%
Harry,Kane,21,18,7,71,48,54.55%,25.71%,700,600,85.71%
Lionel,Salah,23,22,5,83,60,78.57%,23.08%,594,526,80%
Cristiano,Ronaldo,22,16,15,77,43,56.25%,20%,531,389,91.67%
Cristiano,Ronaldo,23,17,8,83,49,66.67%,20%,435,533,83.33%
Neymar,Ronaldo,17,12,6,70,34,63.64%,24.44%,450,432,87.27%
Kevin,Salah,22,9,15,66,25,63.64%,23.08%,557,404,87.50%
Robert,Messi,24,22,5,90,52,66.67%,21.33%,700,594,85.71%
Neymar,De Bruyne,20,15,6,58,46,63.64%,14.55%,528,354,87.50%
Neymar,De Bruyne,20,8,20,57,25,54.55%,25.45%,547,469,87.27%
Cristiano,Lewandowski,21,22,9,86,48,66.67%,25.71%,640,561,91.67%
Lionel,Messi,24,20,7,90,53,66.67%,21.33%,700,535,85.71%
Lionel,Griezmann,16,21,6,47,36,61.54%,25.71%,457,370,87.27%
Kevin,Mbappé,22,12,12,49,28,56.25%,20%,459,350,87.50%
Kevin,Jr.,22,9,10,56,34,54.55%,22.22%,431,350,86.67%
Mohamed,Mbappé,20,14,8,63,30,54.55%,22.22%,567,401,80%
Harry,Jr.,23,22,6,81,48,78.57%,25%,549,566,80%
Kylian,Mbappé,19,20,5,58,31,58.33%,25.71%,633,413,80%
Antoine,Griezmann,18,10,9,72,27,66.67%,20%,700,506,87.27%
Mohamed,Jr.,24,16,11,71,41,55.56%,25.71%,523,368,87.50%
Cristiano,Jr.,24,21,10,90,28,66.67%,25.71%,438,543,87.50%
Kylian,Mbappé,16,17,5,56,29,63.64%,25.45%,529,414,86.67%
Kylian,Mbappé,18,22,10,90,45,63.64%,24.44%,700,379,89.23%
Antoine,Kane,19,12,9,73,51,56.25%,14.55%,700,511,85.71%
Neymar,Ronaldo,23,11,12,48,25,55.56%,22.22%,425,396,87.50%
Kevin,Lewandowski,17,21,8,90,47,66.67%,24.44%,700,600,89.23%
Mohamed,Messi,23,16,9,90,51,66.67%,25.71%,585,600,89.23%
Cristiano,Jr.,25,19,5,68,35,55.56%,25%,453,354,80%
Harry,Kane,16,9,13,84,48,78.57%,24.44%,700,577,89.23%
Robert,Mbappé,21,20,12,79,38,56.25%,20%,477,391,80%
Kylian,Jr.,24,12,12,79,27,61.54%,22.22%,542,403,87.27%
Neymar,De Bruyne,18,11,5,72,25,55.56%,22.22%,452,358,87.50%
Kevin,De Bruyne,18,13,11,65,39,78.57%,14.55%,457,486,86.67%
Harry,Messi,16,13,7,63,37,58.33%,14.55%,440,381,87.50%
Cristiano,Lewandowski,16,20,8,76,57,58.33%,23.08%,571,561,91.67%
Robert,Griezmann,18,16,7,77,35,58.33%,25.71%,400,424,80%
Robert,Ronaldo,22,20,5,90,42,78.57%,25%,700,503,85.71%
Cristiano,Jr.,16,9,7,59,26,58.33%,22.22%,555,389,87.27%
Kevin,De Bruyne,17,8,20,49,30,58.33%,14.55%,478,358,87.50%
Cristiano,Ronaldo,23,18,8,66,60,56.25%,25.71%,410,387,91.67%
Kevin,Jr.,19,15,12,56,31,58.33%,20%,422,465,89.23%
Antoine,Ronaldo,17,14,9,60,25,54.55%,20%,400,386,87.50%
Antoine,Jr.,16,12,11,52,44,55.56%,14.55%,411,350,87.50%
Neymar,Lewandowski,18,15,5,90,41,56.25%,21.33%,518,594,89.23%
Cristiano,Salah,24,21,9,54,25,54.55%,25.45%,496,385,83.33%
Robert,Messi,25,22,8,90,54,66.67%,23.08%,700,580,86.67%
Kylian,Salah,21,16,5,60,49,56.25%,25.71%,486,476,83.33%
Kevin,De Bruyne,17,16,5,66,30,54.55%,20%,540,504,86.67%
Neymar,Jr.,24,16,12,58,25,56.25%,22.22%,505,394,87.27%
Harry,De Bruyne,20,14,10,70,34,58.33%,25.71%,512,357,83.33%
Kevin,Salah,17,9,20,65,29,54.55%,14.55%,410,466,87.27%
Lionel,Mbappé,16,9,18,64,38,78.57%,14.55%,557,448,87.27%
Neymar,Jr.,21,8,13,52,25,54.55%,25.71%,409,368,86.67%
Antoine,Kane,16,11,10,90,60,66.67%,21.33%,700,600,85.71%
Harry,Lewandowski,19,22,5,90,50,61.54%,21.33%,700,600,89.23%
Mohamed,Mbappé,17,8,6,67,29,55.56%,25.45%,468,600,87.27%
Robert,Kane,21,16,10,90,50,66.67%,24.44%,700,559,91.67%
Kylian,Salah,16,10,11,55,32,63.64%,22.22%,554,402,87.50%
Robert,Messi,21,22,5,90,53,78.57%,21.33%,700,558,87.27%
Kevin,Jr.,16,21,5,90,55,66.67%,21.33%,621,570,85.71%
Antoine,Mbappé,17,12,10,72,27,66.67%,21.33%,465,384,86.67%
Kevin,Lewandowski,17,22,11,90,51,66.67%,21.33%,596,600,85.71%
Kevin,De Bruyne,16,8,9,68,25,54.55%,14.55%,589,490,87.50%
Cristiano,Mbappé,22,9,7,65,25,58.33%,22.22%,473,409,87.50%
Kevin,De Bruyne,16,11,12,61,31,54.55%,21.33%,636,501,87.27%
Cristiano,Kane,23,11,13,72,41,56.25%,22.22%,575,350,91.67%
Cristiano,De Bruyne,16,14,12,52,41,61.54%,20%,558,360,87.50%
Antoine,Kane,19,22,5,90,55,66.67%,25.71%,700,600,89.23%
Harry,Messi,18,22,6,85,48,66.67%,21.33%,700,566,80%
Neymar,Ronaldo,22,11,7,45,34,55.56%,25.45%,414,350,87.50%
Neymar,Griezmann,23,9,5,61,27,56.25%,25%,485,426,87.50%
Kevin,De Bruyne,19,19,9,90,52,63.64%,24.44%,700,579,89.23%
Kevin,De Bruyne,16,8,13,63,28,58.33%,14.55%,525,465,87.27%
Cristiano,Lewandowski,16,22,12,90,49,58.33%,24.44%,688,600,83.33%
Neymar,Ronaldo,21,19,5,90,25,55.56%,25.71%,480,382,80%
Robert,Messi,22,21,10,76,44,58.33%,20%,417,585,80%
Lionel,Ronaldo,25,18,7,77,25,56.25%,25%,418,350,80%
Mohamed,Messi,20,17,13,67,27,61.54%,20%,529,488,87.27%
Antoine,Griezmann,17,17,13,66,34,55.56%,25.45%,574,471,85.71%
Cristiano,Griezmann,24,13,5,90,30,78.57%,20%,494,357,86.67%
Cristiano,Ronaldo,25,17,10,46,39,55.56%,25%,432,362,87.50%
Kylian,Salah,18,16,6,54,36,56.25%,21.33%,492,494,87.27%
Mohamed,Salah,24,21,5,90,44,66.67%,25%,700,522,80%
Neymar,Ronaldo,23,22,7,55,41,56.25%,25%,400,361,87.50%
Kevin,De Bruyne,17,17,17,63,26,54.55%,25.45%,512,488,86.67%
Cristiano,Salah,23,21,9,62,28,56.25%,20%,499,458,91.67%
Lionel,Lewandowski,17,21,6,90,51,66.67%,24.44%,700,600,80%
Lionel,Messi,23,21,5,72,47,78.57%,25.45%,507,398,83.33%
Lionel,Kane,20,18,6,87,54,66.67%,21.33%,700,561,86.67%
Lionel,Ronaldo,19,15,8,83,38,56.25%,25.71%,506,400,85.71%
Robert,Jr.,19,16,7,78,60,66.67%,25.71%,643,573,85.71%
Kylian,Jr.,24,22,12,90,46,66.67%,24.44%,700,580,91.67%
Lionel,Ronaldo,24,13,10,57,29,78.57%,14.55%,497,367,86.67%
Neymar,Salah,21,8,16,72,25,78.57%,25.45%,413,396,87.50%
Harry,Lewandowski,19,13,5,90,37,66.67%,25.45%,700,437,83.33%
Robert,Lewandowski,16,18,8,84,56,66.67%,25%,700,600,89.23%
Lionel,Messi,22,22,5,90,57,66.67%,24.44%,669,600,80%
Neymar,Messi,23,20,12,77,49,78.57%,25.71%,534,350,91.67%
Robert,Griezmann,20,21,16,90,58,66.67%,20%,700,579,89.23%
Antoine,Jr.,16,14,15,86,38,66.67%,21.33%,700,600,85.71%
Cristiano,Jr.,24,10,10,45,31,55.56%,25.71%,400,351,91.67%
Kylian,Messi,25,10,8,67,25,58.33%,24.44%,539,361,86.67%
Harry,Salah,25,19,5,85,47,56.25%,21.33%,665,589,89.23%
Neymar,Jr.,21,12,5,55,38,55.56%,22.22%,561,481,86.67%
Mohamed,Jr.,21,21,5,90,48,78.57%,23.08%,529,595,80%
Neymar,Messi,22,8,12,52,33,55.56%,25%,537,361,86.67%
Kevin,Kane,23,18,7,55,29,54.55%,25%,405,350,87.27%
Kylian,Griezmann,19,16,10,77,31,54.55%,21.33%,524,466,87.50%
Kevin,De Bruyne,17,9,5,60,28,54.55%,25.45%,404,461,86.67%
Kylian,Lewandowski,21,22,6,56,38,56.25%,21.33%,535,389,80%
Mohamed,Lewandowski,24,22,6,87,48,78.57%,23.08%,700,576,85.71%
Robert,Messi,16,17,9,64,45,58.33%,25.71%,686,586,87.27%
Cristiano,De Bruyne,20,21,6,90,42,54.55%,25.45%,470,424,83.33%
Lionel,Griezmann,25,19,7,64,36,56.25%,25%,400,350,80%
Kylian,Lewandowski,22,10,19,64,25,63.64%,14.55%,533,418,83.33%
Kevin,Griezmann,18,8,18,58,25,54.55%,14.55%,437,488,86.67%
Kevin,De Bruyne,18,13,9,76,32,55.56%,14.55%,616,469,87.27%
Neymar,Jr.,24,8,12,56,25,61.54%,22.22%,468,379,87.50%
Antoine,Jr.,24,18,5,72,25,78.57%,25.45%,536,456,87.50%
Robert,Lewandowski,16,22,5,90,57,66.67%,21.33%,700,600,85.71%
Antoine,Messi,23,22,9,86,50,66.67%,25%,440,350,91.67%
Lionel,Lewandowski,18,16,5,68,54,58.33%,25.45%,608,579,85.71%
Lionel,Jr.,21,19,5,88,52,54.55%,25.71%,676,588,85.71%
Robert,De Bruyne,16,21,8,90,46,66.67%,14.55%,582,594,91.67%
Robert,Kane,17,22,9,90,46,66.67%,24.44%,700,600,89.23%
Robert,Kane,21,20,13,90,59,61.54%,25.71%,700,530,89.23%
Kevin,Salah,20,10,7,79,37,58.33%,25.45%,622,372,80%
Robert,Messi,16,12,7,90,38,78.57%,22.22%,571,595,89.23%
Antoine,Salah,17,12,6,70,30,54.55%,25.45%,519,401,87.27%
Neymar,Jr.,17,12,5,48,25,58.33%,20%,525,356,83.33%
Kevin,De Bruyne,16,12,20,61,36,54.55%,14.55%,517,471,86.67%
Mohamed,Griezmann,17,10,15,87,31,54.55%,14.55%,578,391,89.23%
Mohamed,Mbappé,16,12,11,45,27,58.33%,14.55%,531,382,87.50%
Kylian,Salah,17,9,8,64,25,54.55%,14.55%,650,488,87.27%
Antoine,Griezmann,17,11,10,71,33,58.33%,25%,498,357,86.67%
Kevin,Lewandowski,20,16,8,90,60,66.67%,21.33%,700,597,89.23%
Cristiano,Ronaldo,20,8,5,68,31,55.56%,25%,400,422,87.50%
Robert,Mbappé,21,16,5,76,59,78.57%,14.55%,651,358,83.33%
Mohamed,Griezmann,16,13,12,67,29,63.64%,20%,649,502,89.23%
Mohamed,Ronaldo,22,11,9,68,33,55.56%,25%,414,464,87.50%
Robert,Kane,18,20,5,90,38,66.67%,21.33%,619,597,89.23%
Cristiano,Ronaldo,25,20,5,90,44,56.25%,25%,490,374,80%
Robert,Griezmann,24,8,5,52,30,56.25%,14.55%,537,388,80%
Antoine,Mbappé,18,18,7,79,33,63.64%,21.33%,438,395,91.67%
Kylian,Salah,20,8,18,63,39,78.57%,23.08%,623,479,86.67%
Robert,Salah,21,17,5,61,50,58.33%,24.44%,692,559,89.23%
Antoine,Messi,17,8,7,45,45,61.54%,25%,449,453,87.27%
Lionel,Jr.,24,22,5,90,43,58.33%,22.22%,628,597,85.71%
Cristiano,Messi,24,22,5,68,49,66.67%,21.33%,646,404,91.67%
Cristiano,Messi,19,17,7,58,35,55.56%,25.45%,600,482,80%
Cristiano,Jr.,25,18,5,87,56,78.57%,25.45%,414,350,80%
Kevin,Lewandowski,16,17,11,69,32,54.55%,25.71%,621,495,85.71%
Cristiano,Lewandowski,18,13,5,77,42,61.54%,25.45%,430,484,86.67%
Robert,Mbappé,18,19,10,90,60,78.57%,25.71%,700,394,87.27%
Robert,Kane,16,22,6,86,45,66.67%,24.44%,700,600,89.23%
Mohamed,Kane,18,13,12,77,53,78.57%,14.55%,606,572,91.67%
Neymar,Jr.,21,12,14,60,33,58.33%,14.55%,475,469,80%
Neymar,Mbappé,20,10,10,59,36,58.33%,25.45%,602,486,83.33%
Antoine,Jr.,18,8,20,59,36,58.33%,25.45%,489,379,87.50%
Kevin,Ronaldo,20,8,5,81,34,55.56%,25%,647,499,80%
Robert,Griezmann,22,17,6,56,38,61.54%,25.45%,558,392,86.67%
Mohamed,Messi,17,15,5,85,40,58.33%,25.71%,433,369,87.27%
Kylian,Jr.,24,22,10,83,48,56.25%,20%,428,350,91.67%
Lionel,Griezmann,24,11,8,55,41,55.56%,23.08%,400,370,83.33%
Neymar,De Bruyne,20,20,7,87,25,55.56%,25.45%,443,385,83.33%
Neymar,Griezmann,16,8,20,48,34,58.33%,25.45%,460,350,87.27%
Cristiano,Kane,24,21,8,90,54,66.67%,24.44%,622,600,89.23%
Mohamed,Messi,23,20,7,55,28,58.33%,24.44%,502,549,91.67%
Kevin,Lewandowski,16,17,17,70,33,63.64%,20%,405,389,86.67%
Kevin,Salah,17,14,18,60,27,54.55%,14.55%,557,479,87.27%
Kevin,De Bruyne,16,9,5,76,43,66.67%,21.33%,614,508,89.23%
Kevin,De Bruyne,16,12,17,58,35,54.55%,14.55%,576,394,87.27%
Harry,Ronaldo,25,17,5,90,36,56.25%,23.08%,402,582,86.67%
Lionel,Griezmann,16,11,9,53,33,63.64%,20%,515,574,86.67%
Kevin,Ronaldo,23,11,6,54,25,61.54%,14.55%,534,369,83.33%
Kylian,Mbappé,20,9,6,70,25,78.57%,23.08%,491,387,83.33%
Antoine,Jr.,21,15,11,66,25,63.64%,23.08%,471,386,87.50%
Antoine,Lewandowski,22,19,8,78,48,63.64%,21.33%,598,410,91.67%
Kevin,Kane,16,15,8,66,46,61.54%,21.33%,539,494,91.67%
Cristiano,Ronaldo,25,18,7,90,60,56.25%,21.33%,700,600,89.23%
Mohamed,Messi,16,21,5,90,52,61.54%,21.33%,527,600,85.71%
Cristiano,Jr.,21,16,8,63,26,63.64%,25%,420,402,80%
Robert,Kane,25,22,10,90,50,66.67%,21.33%,700,580,91.67%
Kylian,Mbappé,23,11,5,61,29,63.64%,22.22%,519,362,86.67%
Kylian,Griezmann,22,11,11,61,25,54.55%,20%,588,377,87.27%
Antoine,Salah,16,10,9,59,27,63.64%,21.33%,573,411,87.27%
Harry,Kane,22,22,7,86,57,66.67%,21.33%,676,558,85.71%
Cristiano,Ronaldo,25,18,7,77,38,78.57%,25%,417,396,80%
Robert,De Bruyne,16,16,7,90,29,58.33%,25.71%,557,503,87.27%
Neymar,Ronaldo,22,15,12,61,35,55.56%,22.22%,498,350,87.50%
Robert,Messi,20,18,7,90,44,66.67%,24.44%,594,581,85.71%
Harry,Griezmann,17,12,15,60,25,78.57%,24.44%,574,393,87.27%
Cristiano,Jr.,22,21,5,81,51,56.25%,25%,487,409,80%
Harry,Mbappé,16,14,7,90,49,66.67%,25.45%,661,579,85.71%
Harry,Messi,23,15,12,60,60,78.57%,25.45%,625,527,91.67%
Robert,Lewandowski,22,22,10,90,55,66.67%,24.44%,700,600,91.67%
Antoine,Jr.,21,8,14,45,38,54.55%,25.45%,479,435,83.33%
Robert,De Bruyne,17,17,18,89,32,66.67%,23.08%,683,554,86.67%
Robert,Messi,24,16,6,90,59,66.67%,25.71%,607,556,89.23%
Neymar,Jr.,16,17,6,60,37,63.64%,24.44%,471,463,87.50%
Kevin,De Bruyne,21,15,14,59,26,54.55%,23.08%,577,459,80%
Kevin,Griezmann,19,9,17,56,32,78.57%,25.71%,400,480,87.50%
Kylian,Griezmann,23,18,12,45,40,58.33%,25.45%,436,374,91.67%
Kevin,De Bruyne,22,22,10,87,40,66.67%,24.44%,700,577,80%
